OTU,Sample,Abundance,Label,Sample_type,Type,Sequencing_Run,Mouse,Genotype,Sex,Diet,Intranasal_Treatment,Surgery,Week
Roseburia,SRR29054988,0.011468321112991163,307,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,10
Limosilactobacillus,SRR29054913,0.011466794075489728,216,Fecal,True Sample,2,JI-760,WT,Female,High_Fat_Diet,HDM,None,0
Alistipes,SRR29055191,0.011456628477905073,262,Fecal,True Sample,2,JI-723,KO,Female,High_Fat_Diet,HDM,None,0
Muribaculum,SRR29055191,0.011456628477905073,262,Fecal,True Sample,2,JI-723,KO,Female,High_Fat_Diet,HDM,None,0
A2,SRR29054990,0.011448874851954205,18,Fecal,True Sample,2,JI-673,WT,Female,High_Fat_Diet,PBS,None,13
Intestinimonas,SRR29055031,0.011447908416732665,33,Fecal,True Sample,2,JI-650,WT,Female,High_Fat_Diet,HDM,None,10
A2,SRR29055179,0.011445594230166197,15,Fecal,True Sample,2,JI-675,KO,Female,High_Fat_Diet,PBS,VSG,13
Bilophila,SRR29055071,0.011437908496732025,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Lactococcus,SRR29055015,0.011436968883777394,48,Fecal,True Sample,2,JI-680,WT,Female,High_Fat_Diet,HDM,None,13
Odoribacter,SRR29055100,0.011431265099287019,2,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,13
Alistipes,SRR29055018,0.011425223377764757,45,Fecal,True Sample,2,JI-692,KO,Male,High_Fat_Diet,HDM,Sham,13
[Eubacterium] xylanophilum group,SRR29055086,0.011420982735723771,239,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,0
Enterorhabdus,SRR29055033,0.01139939134471553,4,Fecal,True Sample,2,JI-651,KO,Male,High_Fat_Diet,PBS,None,10
Bilophila,SRR29055181,0.011396766498807316,272,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,13
Enterorhabdus,SRR29055111,0.01139657013357739,203,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,13
Intestinimonas,SRR29055173,0.011386927806877705,279,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,13
Desulfovibrio,SRR29054901,0.011385029134917077,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Candidatus Arthromitus,SRR29055094,0.011380246397995406,232,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,10
[Eubacterium] xylanophilum group,SRR29055125,0.011368974913088414,64,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,0
Helicobacter,SRR29055091,0.011360297718147096,235,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,0
Candidatus Saccharimonas,SRR29055069,0.011348756001745963,321,Fecal,True Sample,2,JI-746,KO,Male,High_Fat_Diet,PBS,Sham,13
Incertae Sedis,SRR29055065,0.011344942991661467,326,Fecal,True Sample,2,JI-764,KO,Female,High_Fat_Diet,PBS,None,10
Marvinbryantia,SRR29055022,0.011342691053452432,5,Fecal,True Sample,2,JI-646,WT,Male,Normal_Chow,HDM,None,10
Oscillibacter,SRR29055022,0.011342691053452432,5,Fecal,True Sample,2,JI-646,WT,Male,Normal_Chow,HDM,None,10
Ligilactobacillus,SRR29055123,0.011324639670555936,66,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,10
Parasutterella,SRR29054978,0.011324470704086657,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Limosilactobacillus,SRR29055061,0.011309677976344643,330,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,0
Muribaculum,SRR29054917,0.011300387923764548,212,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,0
Colidextribacter,SRR29054901,0.011295383236216943,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Enterococcus,SRR29055183,0.011289622231871473,270,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,10
Mucispirillum,SRR29055128,0.011276157432505693,7,Fecal,True Sample,2,JI-655,WT,Male,High_Fat_Diet,PBS,None,10
Oscillibacter,SRR29055125,0.011275016442732313,64,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,0
Colidextribacter,SRR29055017,0.01127244936950707,46,Fecal,True Sample,2,JI-661,WT,Female,High_Fat_Diet,PBS,VSG,13
Lachnoclostridium,SRR29055189,0.011262135922330097,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
Muribaculum,SRR29055063,0.01125872551227201,327,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,10
Dubosiella,SRR29055053,0.011249394811038647,3,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,13
Alistipes,SRR29055129,0.011229135053110774,61,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,0
Marvinbryantia,SRR29055182,0.011228533685601057,271,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,0
Desulfovibrio,SRR29054913,0.011227902532250358,216,Fecal,True Sample,2,JI-760,WT,Female,High_Fat_Diet,HDM,None,0
Bifidobacterium,SRR29055131,0.011227212094264118,59,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,10
Desulfovibrio,SRR29055111,0.011222244012987296,203,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,13
Candidatus Arthromitus,SRR29055165,0.011216825237856784,288,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,0
Coriobacteriaceae UCG-002,SRR29055166,0.011211460604173155,287,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,0
Ligilactobacillus,SRR29055018,0.011205507543576973,45,Fecal,True Sample,2,JI-692,KO,Male,High_Fat_Diet,HDM,Sham,13
Oscillibacter,SRR29054904,0.011201553282055111,224,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,10
Desulfovibrio,SRR29055058,0.01119537739256049,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Parasutterella,SRR29055058,0.01119537739256049,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Odoribacter,SRR29055186,0.01118851593835761,267,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,10
Mucispirillum,SRR29055082,0.011174526884950435,244,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,13
Parasutterella,SRR29055092,0.011174076143347434,234,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,0
Odoribacter,SRR29055073,0.011165555466302515,253,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,13
Coriobacteriaceae UCG-002,SRR29055086,0.011155378486055778,239,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,0
Enterorhabdus,SRR29055106,0.011142061281337047,9,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,13
Helicobacter,SRR29054983,0.011117478510028653,312,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,0
Lachnoclostridium,SRR29055026,0.01110067929530016,38,Fecal,True Sample,2,JI-649,WT,Male,Normal_Chow,HDM,None,10
Candidatus Saccharimonas,SRR29055119,0.011097813078011097,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
Tyzzerella,SRR29055079,0.01109193985703722,247,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,10
HT002,SRR29055172,0.011090454516315148,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Dubosiella,SRR29055033,0.011089905606849951,4,Fecal,True Sample,2,JI-651,KO,Male,High_Fat_Diet,PBS,None,10
Ligilactobacillus,SRR29055010,0.01108705981732749,52,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,10
Lachnoclostridium,SRR29055173,0.0110832763986943,279,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,13
Ligilactobacillus,SRR29055162,0.011076923076923076,291,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,10
Tyzzerella,SRR29055076,0.011069293779056896,249,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,0
Odoribacter,SRR29055117,0.01106702860722489,8,Fecal,True Sample,2,JI-653,KO,Female,High_Fat_Diet,HDM,None,10
Lachnoclostridium,SRR29055091,0.011066496915091567,235,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,0
Helicobacter,SRR29055168,0.011066184294530752,16,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,13
Tyzzerella,SRR29055115,0.011062533121356652,73,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
[Eubacterium] xylanophilum group,SRR29055143,0.011061093247588425,24,Fecal,True Sample,2,JI-657,KO,Male,Normal_Chow,HDM,None,10
Roseburia,SRR29054974,0.011059690956153424,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
Alistipes,SRR29055022,0.01105912377711612,5,Fecal,True Sample,2,JI-646,WT,Male,Normal_Chow,HDM,None,10
Alistipes,SRR29054914,0.011048812664907651,215,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,0
Acetatifactor,SRR29054933,0.011027898938358982,26,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,13
Marvinbryantia,SRR29055058,0.011014806789454677,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Enterococcus,SRR29055133,0.011011011011011011,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
A2,SRR29054983,0.011002865329512893,312,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,0
Clostridium sensu stricto 1,SRR29055002,0.011002588844433985,295,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,13
Parasutterella,SRR29055084,0.010996036312492009,241,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,10
Muribaculum,SRR29055003,0.010991820040899795,294,Fecal,True Sample,2,JI-746,KO,Male,High_Fat_Diet,PBS,Sham,0
Lactococcus,SRR29055001,0.010986442262739598,17,Fecal,True Sample,2,JI-691,WT,Male,High_Fat_Diet,HDM,None,13
Turicibacter,SRR29054986,0.01098433242506812,309,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,13
Prevotellaceae NK3B31 group,SRR29054993,0.010981261333870642,303,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,0
Enterorhabdus,SRR29055186,0.010977411864048976,267,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,10
Alistipes,SRR29055009,0.010966507177033492,53,Fecal,True Sample,2,JI-675,KO,Female,High_Fat_Diet,PBS,VSG,10
Akkermansia,SRR29054905,0.01095447607075514,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Colidextribacter,SRR29054905,0.01095447607075514,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Limosilactobacillus,SRR29055030,0.01095205243187306,34,Fecal,True Sample,2,JI-676,KO,Male,High_Fat_Diet,PBS,VSG,13
Colidextribacter,SRR29055021,0.010925085130533484,42,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,13
Lachnospiraceae NK4A136 group,SRR29055077,0.010895310279488394,13,Fecal,True Sample,2,JI-689,KO,Female,High_Fat_Diet,PBS,Sham,13
Rikenellaceae RC9 gut group,SRR29055131,0.010893730546909737,59,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,10
Desulfovibrio,SRR29054999,0.01089093934351838,297,Fecal,True Sample,2,JI-738,KO,Female,High_Fat_Diet,HDM,VSG,13
Helicobacter,SRR29054993,0.010880515817046141,303,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,0
Ligilactobacillus,SRR29054967,0.010879917942706426,28,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,13
Candidatus Arthromitus,SRR29055052,0.01087421868310643,21,Fecal,True Sample,2,JI-663,WT,Female,Normal_Chow,HDM,None,13
Helicobacter,SRR29055189,0.01087378640776699,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
Enterorhabdus,SRR29055041,0.010869565217391304,22,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,13
Oscillibacter,SRR29055041,0.010869565217391304,22,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,13
Lachnospiraceae UCG-006,SRR29055084,0.01086817542513745,241,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,10
HT002,SRR29055123,0.010867078471745596,66,Fecal,True Sample,2,JI-672,WT,Female,High_Fat_Diet,HDM,None,10
Clostridium sensu stricto 1,SRR29055094,0.010858216746711212,232,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,10
Rikenella,SRR29055076,0.010847907903475758,249,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,0
Odoribacter,SRR29055184,0.010842207163601162,269,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,13
A2,SRR29054984,0.010840964109041154,311,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,13
Odoribacter,SRR29055172,0.010834027822296302,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Rikenella,SRR29054902,0.010823812387251955,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Enterorhabdus,SRR29055053,0.01082220260302452,3,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,13
Limosilactobacillus,SRR29055032,0.010818888224745965,32,Fecal,True Sample,2,JI-648,WT,Male,Normal_Chow,PBS,None,10
Intestinimonas,SRR29055077,0.010816358755723985,13,Fecal,True Sample,2,JI-689,KO,Female,High_Fat_Diet,PBS,Sham,13
Acetatifactor,SRR29055121,0.01079447322970639,68,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,10
Intestinimonas,SRR29054905,0.010774894495824729,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Oscillibacter,SRR29054967,0.010770019781668987,28,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,13
Roseburia,SRR29055053,0.01076524364195597,3,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,13
Candidatus Arthromitus,SRR29055111,0.0107646379464383,203,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,13
Enterorhabdus,SRR29055133,0.010760760760760761,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Turicibacter,SRR29054977,0.010743285446595878,317,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,10
Candidatus Arthromitus,SRR29055013,0.010738796931772305,50,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,0
Marvinbryantia,SRR29055115,0.010731319554848967,73,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
Colidextribacter,SRR29055033,0.010728838912673441,4,Fecal,True Sample,2,JI-651,KO,Male,High_Fat_Diet,PBS,None,10
Marvinbryantia,SRR29055025,0.010723431498079385,39,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Desulfovibrio,SRR29055124,0.010711383615276649,65,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,10
Colidextribacter,SRR29055172,0.010705814475286877,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Desulfovibrio,SRR29055132,0.0106951871657754,58,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,10
Prevotellaceae NK3B31 group,SRR29055092,0.0106951871657754,234,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,0
Oscillibacter,SRR29055110,0.01068804275217101,204,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,10
Lachnospiraceae NK4A136 group,SRR29055101,0.010682690702720748,1,Fecal,True Sample,2,JI-670,WT,Female,High_Fat_Diet,HDM,Sham,13
Bacteroides,SRR29054912,0.010675381263616559,217,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,13
Desulfovibrio,SRR29054912,0.010675381263616559,217,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,13
Colidextribacter,SRR29055190,0.01067197250610473,14,Fecal,True Sample,2,JI-674,KO,Female,High_Fat_Diet,PBS,Sham,13
A2,SRR29054967,0.010660121620631548,28,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,13
Muribaculum,SRR29055117,0.010649404886197537,8,Fecal,True Sample,2,JI-653,KO,Female,High_Fat_Diet,HDM,None,10
Roseburia,SRR29055005,0.01064631618616921,292,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,13
Incertae Sedis,SRR29055076,0.01062652202789462,249,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,0
Mucispirillum,SRR29055033,0.01062567700005158,4,Fecal,True Sample,2,JI-651,KO,Male,High_Fat_Diet,PBS,None,10
Prevotellaceae NK3B31 group,SRR29055086,0.010624169986719787,239,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,0
Ligilactobacillus,SRR29055057,0.010613977792292619,335,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,0
Parasutterella,SRR29054994,0.010597302504816955,302,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,0
Helicobacter,SRR29055088,0.010588540989996103,12,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,13
Lachnospiraceae NK4A136 group,SRR29055172,0.010577601128277454,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Akkermansia,SRR29055097,0.010549374531619301,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Lachnoclostridium,SRR29054956,0.010542013781754603,29,Fecal,True Sample,2,JI-693,KO,Female,High_Fat_Diet,PBS,Sham,13
A2,SRR29055071,0.01053921568627451,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Enterorhabdus,SRR29055071,0.01053921568627451,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Mucispirillum,SRR29055107,0.01053740779768177,207,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,10
HT002,SRR29055092,0.010535557506584723,234,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,0
Alistipes,SRR29055075,0.010496538375642076,251,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,13
Colidextribacter,SRR29055095,0.010491257285595338,231,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,10
Coriobacteriaceae UCG-002,SRR29055081,0.01049082053203447,245,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,0
Muribaculum,SRR29055166,0.01048479186131008,287,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,0
Intestinimonas,SRR29054911,0.010479951397326853,10,Fecal,True Sample,2,JI-654,WT,Female,High_Fat_Diet,HDM,None,10
Oscillibacter,SRR29054911,0.010479951397326853,10,Fecal,True Sample,2,JI-654,WT,Female,High_Fat_Diet,HDM,None,10
Lachnospiraceae UCG-001,SRR29054986,0.010473433242506812,309,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,13
Muribaculum,SRR29055058,0.010473094980137234,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Parasutterella,SRR29055103,0.01046337817638266,210,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,13
A2,SRR29055162,0.010461538461538461,291,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,10
Candidatus Arthromitus,SRR29055005,0.010457885811192764,292,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,13
Lachnospiraceae UCG-006,SRR29055074,0.010455725411018172,252,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,13
Enterorhabdus,SRR29055057,0.010450685826257348,335,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,0
Enterorhabdus,SRR29055056,0.010446735395189003,336,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,0
Dubosiella,SRR29054999,0.010437150204205112,297,Fecal,True Sample,2,JI-738,KO,Female,High_Fat_Diet,HDM,VSG,13
Colidextribacter,SRR29054974,0.010432190760059613,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
Enterorhabdus,SRR29054981,0.010425354462051709,314,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,13
Marvinbryantia,SRR29054984,0.010419955794126934,311,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,13
Intestinimonas,SRR29055076,0.010405136152313482,249,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,0
Parasutterella,SRR29055169,0.010382650925228167,284,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,0
GCA-900066575,SRR29055066,0.01037890097391057,325,Fecal,True Sample,2,JI-745,KO,Female,High_Fat_Diet,PBS,Sham,13
Lachnospiraceae NK4A136 group,SRR29055121,0.010362694300518135,68,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,10
Muribaculum,SRR29055086,0.010358565737051793,239,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,0
Candidatus Arthromitus,SRR29055113,0.010355695632597929,201,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,10
Roseburia,SRR29055010,0.010347922496172324,52,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,10
Enterorhabdus,SRR29054978,0.0103397341211226,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Intestinimonas,SRR29055119,0.010336198455010336,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
[Eubacterium] xylanophilum group,SRR29055006,0.0103359173126615,56,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Prevotellaceae UCG-001,SRR29054995,0.010326659641728134,301,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,0
Alistipes,SRR29055065,0.010323898122411935,326,Fecal,True Sample,2,JI-764,KO,Female,High_Fat_Diet,PBS,None,10
Ligilactobacillus,SRR29055100,0.010311708208119734,2,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,13
Tyzzerella,SRR29055182,0.010303830911492734,271,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,0
Lachnoclostridium,SRR29055068,0.010298661174047374,322,Fecal,True Sample,2,JI-763,KO,Female,High_Fat_Diet,HDM,None,13
Oscillibacter,SRR29055031,0.010295917632658939,33,Fecal,True Sample,2,JI-650,WT,Female,High_Fat_Diet,HDM,None,10
Intestinimonas,SRR29055058,0.010292524377031419,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Alistipes,SRR29055057,0.010287393860222076,335,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,0
Enterorhabdus,SRR29054999,0.010285887157767357,297,Fecal,True Sample,2,JI-738,KO,Female,High_Fat_Diet,HDM,VSG,13
Akkermansia,SRR29055107,0.010273972602739725,207,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,10
Oscillibacter,SRR29055033,0.01026461030587507,4,Fecal,True Sample,2,JI-651,KO,Male,High_Fat_Diet,PBS,None,10
Oscillibacter,SRR29054990,0.010264508487958943,18,Fecal,True Sample,2,JI-673,WT,Female,High_Fat_Diet,PBS,None,13
Colidextribacter,SRR29055030,0.010262159365298378,34,Fecal,True Sample,2,JI-676,KO,Male,High_Fat_Diet,PBS,VSG,13
Oscillibacter,SRR29055018,0.01025340559542991,45,Fecal,True Sample,2,JI-692,KO,Male,High_Fat_Diet,HDM,Sham,13
Lachnospiraceae UCG-006,SRR29054912,0.010239651416122004,217,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,13
Enterorhabdus,SRR29055009,0.010239234449760765,53,Fecal,True Sample,2,JI-675,KO,Female,High_Fat_Diet,PBS,VSG,10
Marvinbryantia,SRR29055105,0.010230179028132993,208,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,10
Acetatifactor,SRR29055190,0.010219770281269783,14,Fecal,True Sample,2,JI-674,KO,Female,High_Fat_Diet,PBS,Sham,13
Lachnospiraceae FCS020 group,SRR29054901,0.01021963245181533,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Rikenella,SRR29054979,0.01021248558721792,19,Fecal,True Sample,2,JI-656,KO,Male,High_Fat_Diet,PBS,None,10
Alistipes,SRR29055183,0.01020408163265306,270,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,10
HT002,SRR29055124,0.010194282337297777,65,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,10
